0,1,2,3,4,5,6
霊と肉,れいとにく,exp,,2,flesh and spirit,1916470
霜が降りる,しもがおりる,exp v1,v1,2,to become frosted to become frosty,2772410
霜を置いた,しもをおいた,exp adj-f,,3,gray grey frosted hoary frosty,1881560
霞を食う,かすみをくう,exp v5u,v5,1,to derive nourishment from an elemental portion of mist or fog (the goal of a mountain ascetic),1865300
霧に包まれる,きりにつつまれる,exp v1,v1,1,to be shrouded in mist,1870810
霧に覆われる,きりにおおわれる,exp v1,v1,1,to be enveloped in mist,1870800
露わにする,あらわにする,exp vs-i uk,vs,1,to lay bare to expose to reveal,2394340
露知らず,つゆしらず,exp,,2,utterly ignorant not knowing having no idea (being a) blithering idiot,1849320
青くなる,あおくなる,exp v5r vi,v5,7,to become blue to turn green,2119570
青は藍より出でて藍より青し,あおはあいよりいでてあいよりあおし,exp,,1,"Although blue dye comes from the indigo plant, it is bluer than indigo The student has overcome the master (from whom he has learned)",2140990
青天の霹靂,せいてんのへきれき,exp n,,3,a bolt out of the blue,1381650
青木まり子現象,あおきまりこげんしょう,exp n,,1,urge to defecate when stepping into a bookstore,2787190
青菜に塩,あおなにしお,exp,,3,feeling sad or downhearted down in the dumps,2140980
静かに,しずかに,exp,,2,be quiet!,2119870
静かに流れる川は深い,しずかにながれるかわはふかい,exp id,,1,Still waters run deep,2418640
静と動,せいとどう,exp,,1,stillness and motion,1887840
非ず,あらず,exp arch,,-96,it is not so,2218020
非ずんば,あらずんば,exp uk,,2,if not,2254890
非の打ち所がない,ひのうちどころがない,exp adj-i,adj-i,2,impeccable unimpeachable cannot be faulted above reproach beyond reproach faultless perfect,2012910
非を悟る,ひをさとる,exp v5r,v5,2,to realize one's error to realize one's errors,2436990
非を認める,ひをみとめる,exp v1,v1,2,to admit a fault to admit one is wrong,2771140
非を諭す,ひをさとす,exp v5s,v5,1,to rebuke someone (e.g. for faults),2436980
非を鳴らす,ひをならす,exp v5s,v5,2,to cry against to denounce publicly,1905070
非労動力,ひろうどうりょく,exp,,2,not in the work force,2476990
非常事態を宣言する,ひじょうじたいをせんげんする,exp vs-i,vs,2,to declare a state of emergency,1484970
非業の最期,ひごうのさいご,n exp,,1,unnatural death violent death,2747540
非業の死,ひごうのし,exp n,,103,unnatural death violent death,1626700
非理法権天,ひりほうけんてん,exp proverb,,1,"right triumphs over wrong, law triumphs over right, power triumphs over law, heaven triumphs over power no man can oppose the divine",2815880
非自己,ひじこ,exp,,2,nonself not self,2547930
非行に走る,ひこうにはしる,exp v5r,v5,2,to turn to delinquency to turn to crime (of a child),1484880
面と向かう,めんとむかう,exp v5u,v5,103,to meet face-to-face,2514090
面の皮が厚い,つらのかわがあつい,exp,,2,shameless bold brazen,2112280
面を取る,めんをとる,exp v5r,v5,6,to plane off the corners,1912230
面を着ける,めんをつける,exp v1,v1,2,to put a mask on,1912220
面倒を掛ける,めんどうをかける,exp v1,v1,3,to put someone to trouble,1912140
面倒を見る,めんどうをみる,exp v1,v1,4,to care for someone to look after someone,2134390
面倒見がいい,めんどうみがいい,exp adj-ix,,2,very helpful caring service-minded,2822520
面倒見がよい,めんどうみがよい,exp adj-i,adj-i,1,very helpful caring service-minded,1912130
面倒見のいい,めんどうみのいい,exp adj-ix,,3,helpful (in terms of taking care of people),2822530
面倒見の良い,めんどうみのよい,exp adj-i,adj-i,2,helpful (in terms of taking care of people),2238140
面目が立つ,めんもくがたつ,exp v5t,v5,2,to save one's face,1912200
面目を失う,めんぼくをうしなう,exp v5u,v5,3,to lose face to disgrace oneself,2402270
面目を施す,めんぼくをほどこす,exp v5s,v5,3,to get credit to win honor to win honour,1912170
面目を潰す,めんぼくをつぶす,exp v5s,v5,2,to lose face to be disgraced,2751040
面目丸つぶれ,めんぼくまるつぶれ,exp,,2,complete loss of face,2140010
面舵を取る,おもかじをとる,exp v5r,v5,1,to steer to starboard,1983020
靴の木型,くつのきがた,exp n,,2,shoe tree shoe stretcher shoemaker's last,2833644
靴を揃える,くつをそろえる,exp v1,v1,1,to arrange (one's) shoes (e.g. in a genkan),1872250
靴を磨く,くつをみがく,exp v5k,v5,1,to polish one's shoes to clean your shoes,2185440
靴紐を結ぶ,くつひもをむすぶ,exp v5b,v5,2,to do up one's shoelaces to tie one's shoes to lace up one's shoes,2735740
鞍上人なく鞍下馬なし,あんじょうひとなくあんかうまなし,exp obsc,,2,riding a horse so skillfully that it appears as if man and horse have become one,2141230
鞘を払う,さやをはらう,exp v5u,v5,1,to draw a sword,2086500
音がする,おとがする,exp vs-i,vs,4,to make a sound to give off a sound,2826774
音で読む,おんでよむ,exp v5m,v5,1,to read kanji in the on reading,1863340
音に聞く,おとにきく,exp v5k,v5,2,to be widely known to be famous,1862700
音の壁,おとのかべ,exp,,2,sound barrier,2603770
音もなく,おともなく,exp adv,,3,quietly soundlessly,2540450
音をあげる,ねをあげる,exp v1,v1,2,to give up to admit defeat to throw in the towel,2066630
音を出す,おとをだす,exp v5s,v5,2,to produce a sound,1862720
音を立てる,おとをたてる,exp v1,v1,2,to make a sound,1183650
音楽に合わせて踊る,おんがくにあわせておどる,exp v5r,v5,1,to dance to the music,1863270
音頭をとる,おんどをとる,exp v5r,v5,2,to lead a group of people,2102670
韻を踏む,いんをふむ,exp v5m,v5,4,to rhyme (with),1859800
頂きます,いただきます,exp uk,,605,expression of gratitude before meals,1410800
頂けない,いただけない,exp,,3,unacceptable unsatisfactory,1634720
頂戴,ちょうだい,exp fam fem uk,,715,please please do for me,1430230
項に分かつ,こうにわかつ,exp v5t,v5,2,to paragraph to itemize to itemise,1875540
順を追う,じゅんをおう,exp v5u,v5,1,to follow in order to go through step-by-step,2655210
順を追って,じゅんをおって,exp adv,,2,in order from start to end,2187240
順不同,じゅんふどう,exp,,2,(listed in) no particular order arbitrary order random order,2234040
順序付ける,じゅんじょづける,exp v1 comp,v1,1,to order to place in order,2364160
順番付ける,じゅんばんづける,exp v1 comp,v1,1,to sequence,2364210
順番待ち,じゅんばんまち,exp,,3,waiting one's turn,1980870
頑として,がんとして,exp adv,,103,"firmly, stubbornly",1633010
頑張ったで賞,がんばったでしょう,exp n,,1,try-hard award consolation prize,2828814
頑張って,がんばって,exp,,604,do your best go for it hold on keep at it,1949660
頑張れ,がんばれ,exp uk,,1,hold on go for it keep at it do your best,2770930
頤で人を使う,あごでひとをつかう,exp v5u,v5,2,to set somebody to work in an arrogant fashion to push somebody around to indicate someone by pointing one's chin,2621580
頬の殺げた,ほおのそげた,exp adj-f,,1,hollow-cheeked,2063920
頬を染める,ほおをそめる,exp v1,v1,3,to blush,1908200
頬を紅潮させる,ほおをこうちょうさせる,exp v1,v1,1,to blush to have flushed cheeks,2831339
頬杖をつく,ほおづえをつく,exp v5k,v5,2,to rest one's chin in one's hands,1603430
頭いい,あたまいい,exp adj-ix col,,2,bright intelligent,2261200
頭がいい,あたまがいい,exp adj-ix,,3,bright intelligent,2827393
頭がおかしい,あたまがおかしい,exp adj-i,adj-i,4,insane,1450700
頭がさえる,あたまがさえる,exp v1,v1,2,to be clear-headed,2679180
頭がどうかしている,あたまがどうかしている,exp v1,v1,1,to be crazy to be mad to have a screw loose,2762390
頭がまわらない,あたまがまわらない,exp adj-i,adj-i,1,muddleheaded knowing no better not thinking about,2809320
頭がまわる,あたまがまわる,exp v5r,v5,1,to get one's head around to think about,2809340
頭が上がらない,あたまがあがらない,exp adj-i,adj-i,3,"to be no match for (e.g. outclassed in authority, strength or in debt to) to be unable to act on an equal basis with",2182550
頭が下がる,あたまがさがる,exp v5r id,v5,3,to admire greatly to salute (in admiration) to take one's hat off to,2237310
頭が低い,あたまがひくい,exp adj-i,adj-i,3,humble modest unassuming,2796320
頭が切れる,あたまがきれる,exp v1,v1,3,to be sharp to be keen to be on the ball to have a mind like a steel trap to be clever,2411170
頭が古い,あたまがふるい,exp adj-i,adj-i,2,old-fashioned (in one's way of thinking),2720070
頭が固い,あたまがかたい,exp,,4,thickheaded obstinate inflexible stubborn,1856520
頭が変,あたまがへん,exp adj-na,,2,crazy disturbed mad,2039160
頭が変になる,あたまがへんになる,exp v5r,v5,3,to go crazy to go off one's head,2039170
頭が悪い,あたまがわるい,exp adj-i,adj-i,5,slow weak-headed dumb,1856530
頭が柔らかい,あたまがやわらかい,exp adj-i,adj-i,1,flexible (person) open-minded,2230430
頭が痛い,あたまがいたい,exp adj-i,adj-i,7,having a headache,1621770
頭が真っ白になる,あたまがまっしろになる,exp v5r,v5,2,to blank out to panic,2412770
頭が良い,あたまがよい,exp adj-i,adj-i,3,bright intelligent,2146840
頭が高い,ずがたかい,exp,,2,haughty holding one's head high,1887320
頭に入れる,あたまにいれる,exp v1,v1,3,to keep in mind to memorize,1856540
頭に来る,あたまにくる,exp vk,vk,4,to get mad to be highly offended to get pissed off to get angry to lose one's cool,1450720
頭に浮かぶ,あたまにうかぶ,exp vi v5b,v5,2,to come to mind to pop into one's head,2173500
頭に血が上る,あたまにちがのぼる,exp v5r,v5,2,to lose one's cool to blow one's top to flip one's lid to get angry,2258990
頭のいい,あたまのいい,exp adj-ix,,3,bright intelligent,2827394
頭のいたい,あたまのいたい,exp adj-i,adj-i,1,headache inducing vexing,2239930
頭のさえる,あたまのさえる,exp v1,v1,2,to be clear-headed to be brainy,2679790
頭の可笑しい,あたまのおかしい,exp adj-i sens,adj-i,1,insane,2239860
頭の回転,あたまのかいてん,exp n,,1,thoughts thinking,2757930
頭の回転が速い,あたまのかいてんがはやい,exp adj-i,adj-i,2,quick-witted bright rapid thinking,2758110
頭の回転が遅い,あたまのかいてんがおそい,exp adj-i,adj-i,2,slow-witted dull slow on the uptake,2758090
頭の回転の速い,あたまのかいてんのはやい,exp adj-i,adj-i,2,quick-witted bright rapid thinking,2758080
頭の弱い,あたまのよわい,exp adj-i,adj-i,2,dim witted bird-brained dullard,2562160
頭の柔らかい,あたまのやわらかい,exp adj-i,adj-i,1,flexible (of people) open-minded,2239910
頭の良い,あたまのよい,exp adj-i,adj-i,3,bright intelligent,1856550
頭の蠅も追えない,あたまのはえもおえない,exp,,1,unable even to drive away the flies on one's own head (denoting a helpless person),2141050
頭の足りない,あたまのたりない,exp adj-i,adj-i,2,half-baked dim-witted meatheaded,2562150
頭の鈍い,あたまのにぶい,exp adj-i,adj-i,3,dim-witted airheaded bird-brained dim dullard blockheaded,2562140
頭の雪,かしらのゆき,n exp,,2,white hair snow of the head,2624620
頭の黒いネズミ,あたまのくろいネズミ,exp n,,2,person who steals money from the workplace embezzler untrustworthy person,2830724
頭よい,あたまよい,exp adj-i col,adj-i,1,bright intelligent,2827415
頭をかかえる,あたまをかかえる,exp v1,v1,4,to be greatly perplexed to be troubled to be at wits' end,2275540
頭をもたげる,あたまをもたげる,exp v1,v1,4,to raise one's head to come to the fore to rise into importance to gain strength to rear its head,2423620
頭を下げる,あたまをさげる,exp v1,v1,7,to bow to bow one's head,1856590
頭を丸める,あたまをまるめる,exp v1,v1,5,to be tonsured to have one's head shaved,2534370
